value,categ
23.98,Nerve_Tibial
20.3,Nerve_Tibial
22.1,Nerve_Tibial
14.36,Nerve_Tibial
26.17,Nerve_Tibial
27.49,Nerve_Tibial
28.63,Nerve_Tibial
27.83,Nerve_Tibial
11.81,Nerve_Tibial
25.61,Nerve_Tibial
24.26,Nerve_Tibial
24.92,Nerve_Tibial
26.82,Nerve_Tibial
32.31,Nerve_Tibial
21.18,Nerve_Tibial
23.4,Nerve_Tibial
24.76,Nerve_Tibial
20.43,Nerve_Tibial
27.06,Nerve_Tibial
28.14,Nerve_Tibial
21.08,Nerve_Tibial
21.89,Nerve_Tibial
29.17,Nerve_Tibial
18.21,Nerve_Tibial
23.25,Nerve_Tibial
48.87,Nerve_Tibial
18.13,Nerve_Tibial
19.28,Nerve_Tibial
27.11,Nerve_Tibial
24.36,Nerve_Tibial
26.98,Nerve_Tibial
27.16,Nerve_Tibial
20.32,Nerve_Tibial
30.98,Nerve_Tibial
19.99,Nerve_Tibial
21.22,Nerve_Tibial
23.2,Nerve_Tibial
23.93,Nerve_Tibial
37.3,Nerve_Tibial
20.53,Nerve_Tibial
23.67,Nerve_Tibial
29.6,Nerve_Tibial
19.53,Nerve_Tibial
23.97,Nerve_Tibial
17.77,Nerve_Tibial
21.42,Nerve_Tibial
21.07,Nerve_Tibial
28.59,Nerve_Tibial
31.38,Nerve_Tibial
26.67,Nerve_Tibial
16.4,Nerve_Tibial
17.82,Nerve_Tibial
22.86,Nerve_Tibial
25.73,Nerve_Tibial
28.1,Nerve_Tibial
15.27,Nerve_Tibial
27.59,Nerve_Tibial
30.24,Nerve_Tibial
26.89,Nerve_Tibial
28.57,Nerve_Tibial
24.04,Nerve_Tibial
18.71,Nerve_Tibial
29.27,Nerve_Tibial
25.45,Nerve_Tibial
26.19,Nerve_Tibial
19.24,Nerve_Tibial
29.93,Nerve_Tibial
20.66,Nerve_Tibial
30.06,Nerve_Tibial
35.33,Nerve_Tibial
27.23,Nerve_Tibial
26.18,Nerve_Tibial
23.09,Nerve_Tibial
22.64,Nerve_Tibial
28.9,Nerve_Tibial
36.48,Nerve_Tibial
30.2,Nerve_Tibial
21.96,Nerve_Tibial
19.83,Nerve_Tibial
25.02,Nerve_Tibial
24.36,Nerve_Tibial
35.64,Nerve_Tibial
15.92,Nerve_Tibial
17.55,Nerve_Tibial
27.79,Nerve_Tibial
24.23,Nerve_Tibial
26.53,Nerve_Tibial
25.84,Nerve_Tibial
26.61,Nerve_Tibial
24.55,Nerve_Tibial
21.68,Nerve_Tibial
29.51,Nerve_Tibial
15.13,Nerve_Tibial
30.8,Nerve_Tibial
17.57,Nerve_Tibial
25.14,Nerve_Tibial
27.62,Nerve_Tibial
24.74,Nerve_Tibial
30.43,Nerve_Tibial
18.03,Nerve_Tibial
27.7,Nerve_Tibial
29.79,Nerve_Tibial
19.87,Nerve_Tibial
17.33,Nerve_Tibial
26.61,Nerve_Tibial
31.14,Nerve_Tibial
30.14,Nerve_Tibial
17.16,Nerve_Tibial
17.66,Nerve_Tibial
29.3,Nerve_Tibial
22.52,Nerve_Tibial
15.15,Nerve_Tibial
18.56,Nerve_Tibial
26.95,Nerve_Tibial
32.66,Nerve_Tibial
19.44,Nerve_Tibial
23.69,Nerve_Tibial
25.03,Nerve_Tibial
19.26,Nerve_Tibial
18.2,Nerve_Tibial
25.27,Nerve_Tibial
22.01,Nerve_Tibial
24.18,Nerve_Tibial
20.1,Nerve_Tibial
29.61,Nerve_Tibial
23.84,Nerve_Tibial
22.27,Nerve_Tibial
18.3,Nerve_Tibial
40.05,Nerve_Tibial
19.1,Nerve_Tibial
21.92,Nerve_Tibial
30.64,Nerve_Tibial
30.16,Nerve_Tibial
31.52,Nerve_Tibial
15.05,Nerve_Tibial
33.49,Nerve_Tibial
32.54,Nerve_Tibial
24.31,Nerve_Tibial
20.88,Nerve_Tibial
45.61,Nerve_Tibial
28.14,Nerve_Tibial
22.08,Nerve_Tibial
25.79,Nerve_Tibial
21.46,Nerve_Tibial
23.07,Nerve_Tibial
37.45,Nerve_Tibial
26.83,Nerve_Tibial
18.54,Nerve_Tibial
21.66,Nerve_Tibial
25.63,Nerve_Tibial
22.58,Nerve_Tibial
22.93,Nerve_Tibial
20.82,Nerve_Tibial
23.79,Nerve_Tibial
27.39,Nerve_Tibial
22.95,Nerve_Tibial
14.8,Nerve_Tibial
21.38,Nerve_Tibial
32.15,Nerve_Tibial
24.05,Nerve_Tibial
19.67,Nerve_Tibial
26.71,Nerve_Tibial
32.46,Nerve_Tibial
18.36,Nerve_Tibial
20.98,Nerve_Tibial
21.9,Nerve_Tibial
35.37,Nerve_Tibial
18.75,Nerve_Tibial
28.63,Nerve_Tibial
24.54,Nerve_Tibial
35.35,Nerve_Tibial
21.92,Nerve_Tibial
31.29,Nerve_Tibial
35.15,Nerve_Tibial
24.08,Nerve_Tibial
24.88,Nerve_Tibial
28.91,Nerve_Tibial
20.2,Nerve_Tibial
24.53,Nerve_Tibial
21.77,Nerve_Tibial
28.16,Nerve_Tibial
23.9,Nerve_Tibial
24.99,Nerve_Tibial
26.11,Nerve_Tibial
36.02,Nerve_Tibial
25.95,Nerve_Tibial
19.11,Nerve_Tibial
18.37,Nerve_Tibial
33.06,Nerve_Tibial
22.34,Nerve_Tibial
39.86,Nerve_Tibial
24.72,Nerve_Tibial
24.85,Nerve_Tibial
19.25,Nerve_Tibial
20.97,Nerve_Tibial
19.13,Nerve_Tibial
18.99,Nerve_Tibial
22.82,Nerve_Tibial
31.04,Nerve_Tibial
20.78,Nerve_Tibial
19.02,Nerve_Tibial
17.24,Nerve_Tibial
22.9,Nerve_Tibial
16.13,Nerve_Tibial
29.6,Nerve_Tibial
28.41,Nerve_Tibial
20.76,Nerve_Tibial
30.97,Nerve_Tibial
27.74,Nerve_Tibial
30.07,Nerve_Tibial
26.36,Nerve_Tibial
21.05,Nerve_Tibial
18.32,Nerve_Tibial
23.9,Nerve_Tibial
20.18,Nerve_Tibial
18.53,Nerve_Tibial
19.75,Nerve_Tibial
22.42,Nerve_Tibial
27.43,Nerve_Tibial
17.5,Nerve_Tibial
31.74,Nerve_Tibial
26.16,Nerve_Tibial
18.29,Nerve_Tibial
22.25,Nerve_Tibial
25.11,Nerve_Tibial
21.38,Nerve_Tibial
36.87,Nerve_Tibial
26.69,Nerve_Tibial
22.93,Nerve_Tibial
23.21,Nerve_Tibial
20.29,Nerve_Tibial
26.31,Nerve_Tibial
29.29,Nerve_Tibial
24.48,Nerve_Tibial
20.25,Nerve_Tibial
25.16,Nerve_Tibial
23.42,Nerve_Tibial
25.86,Nerve_Tibial
21.26,Nerve_Tibial
40.65,Nerve_Tibial
26.17,Nerve_Tibial
25.22,Nerve_Tibial
22.16,Nerve_Tibial
24.77,Nerve_Tibial
26.64,Nerve_Tibial
24.65,Nerve_Tibial
30.99,Nerve_Tibial
17.1,Nerve_Tibial
27.48,Nerve_Tibial
24.32,Nerve_Tibial
28.22,Nerve_Tibial
18.6,Nerve_Tibial
26.28,Nerve_Tibial
21.4,Nerve_Tibial
18.7,Nerve_Tibial
24.22,Nerve_Tibial
20.93,Nerve_Tibial
27.49,Nerve_Tibial
22.25,Nerve_Tibial
35.12,Nerve_Tibial
37.71,Nerve_Tibial
15.82,Nerve_Tibial
33.39,Nerve_Tibial
24.22,Nerve_Tibial
20.52,Nerve_Tibial
25.16,Nerve_Tibial
36.86,Nerve_Tibial
26.68,Nerve_Tibial
24.82,Nerve_Tibial
33.12,Nerve_Tibial
28.06,Nerve_Tibial
29.34,Nerve_Tibial
27.75,Nerve_Tibial
43.22,Nerve_Tibial
24.49,Nerve_Tibial
32.95,Nerve_Tibial
30.76,Nerve_Tibial
32.53,Nerve_Tibial
27.75,Nerve_Tibial
17.08,Nerve_Tibial
20.05,Nerve_Tibial
21.4,Nerve_Tibial
28.38,Nerve_Tibial
28.29,Nerve_Tibial
21.74,Nerve_Tibial
27.92,Nerve_Tibial
18.28,Nerve_Tibial
28.52,Nerve_Tibial
32.47,Nerve_Tibial
21.94,Nerve_Tibial
26.01,Nerve_Tibial
32.92,Nerve_Tibial
25.47,Nerve_Tibial
25.88,Nerve_Tibial
22.75,Nerve_Tibial
22.59,Nerve_Tibial
25.9,Nerve_Tibial
29.87,Nerve_Tibial
34.46,Nerve_Tibial
25.44,Nerve_Tibial
25.57,Nerve_Tibial
50.05,Nerve_Tibial
26.63,Nerve_Tibial
31.1,Nerve_Tibial
22.86,Nerve_Tibial
26.85,Nerve_Tibial
27.74,Nerve_Tibial
22.28,Nerve_Tibial
19.44,Nerve_Tibial
23.77,Nerve_Tibial
21.24,Nerve_Tibial
22.79,Nerve_Tibial
38.56,Nerve_Tibial
18.43,Nerve_Tibial
23.01,Nerve_Tibial
26.52,Nerve_Tibial
30.67,Nerve_Tibial
28.92,Nerve_Tibial
30.66,Nerve_Tibial
25.1,Nerve_Tibial
24.11,Nerve_Tibial
22.43,Nerve_Tibial
18.35,Nerve_Tibial
22.15,Nerve_Tibial
16.14,Nerve_Tibial
37.02,Nerve_Tibial
42.04,Nerve_Tibial
24.71,Nerve_Tibial
25.92,Nerve_Tibial
35.51,Nerve_Tibial
22.08,Nerve_Tibial
18.52,Nerve_Tibial
24.7,Nerve_Tibial
17.5,Nerve_Tibial
17.82,Nerve_Tibial
28.58,Nerve_Tibial
24.49,Nerve_Tibial
30.16,Nerve_Tibial
22.18,Nerve_Tibial
21.23,Nerve_Tibial
31.17,Nerve_Tibial
30.66,Nerve_Tibial
16.22,Nerve_Tibial
24.24,Nerve_Tibial
19.78,Nerve_Tibial
26.99,Nerve_Tibial
21.67,Nerve_Tibial
17.37,Nerve_Tibial
20.54,Nerve_Tibial
16.18,Nerve_Tibial
25.27,Nerve_Tibial
21.8,Nerve_Tibial
19.54,Nerve_Tibial
23.9,Nerve_Tibial
16.72,Nerve_Tibial
16.37,Nerve_Tibial
25.14,Nerve_Tibial
32.27,Nerve_Tibial
33.06,Nerve_Tibial
21.99,Nerve_Tibial
27.53,Nerve_Tibial
23.85,Nerve_Tibial
20.76,Nerve_Tibial
22.41,Nerve_Tibial
21.97,Nerve_Tibial
20.44,Nerve_Tibial
19.66,Nerve_Tibial
27.08,Nerve_Tibial
19.36,Nerve_Tibial
29.57,Nerve_Tibial
20.89,Nerve_Tibial
16.27,Nerve_Tibial
16.95,Nerve_Tibial
19.57,Nerve_Tibial
25.7,Nerve_Tibial
21.7,Nerve_Tibial
21.46,Nerve_Tibial
21.09,Nerve_Tibial
26.96,Nerve_Tibial
27.78,Nerve_Tibial
22.81,Nerve_Tibial
17.8,Nerve_Tibial
23.65,Nerve_Tibial
22.64,Nerve_Tibial
14.77,Nerve_Tibial
27.33,Nerve_Tibial
39.43,Nerve_Tibial
23.55,Nerve_Tibial
20.55,Nerve_Tibial
27.24,Nerve_Tibial
21.93,Nerve_Tibial
23.26,Nerve_Tibial
15.77,Nerve_Tibial
20.51,Nerve_Tibial
17.2,Nerve_Tibial
20.55,Nerve_Tibial
16.9,Nerve_Tibial
19.21,Nerve_Tibial
22.21,Nerve_Tibial
32.46,Nerve_Tibial
33.37,Nerve_Tibial
28.1,Nerve_Tibial
22.88,Nerve_Tibial
27.85,Nerve_Tibial
22.72,Nerve_Tibial
22.73,Nerve_Tibial
21.86,Nerve_Tibial
15.06,Nerve_Tibial
18.79,Nerve_Tibial
21.15,Nerve_Tibial
27.57,Nerve_Tibial
19.85,Nerve_Tibial
18.56,Nerve_Tibial
23.4,Nerve_Tibial
46.66,Nerve_Tibial
24.3,Nerve_Tibial
19.31,Nerve_Tibial
0.4572,Brain_Hippocampus
0.6842,Brain_Hippocampus
0.3703,Brain_Hippocampus
1.866,Brain_Hippocampus
0.4443,Brain_Hippocampus
0.5734,Brain_Hippocampus
5.325,Brain_Hippocampus
2.344,Brain_Hippocampus
1.687,Brain_Hippocampus
0.8888,Brain_Hippocampus
0.8173,Brain_Hippocampus
1.393,Brain_Hippocampus
0.9267,Brain_Hippocampus
0.4679,Brain_Hippocampus
1.353,Brain_Hippocampus
1.465,Brain_Hippocampus
0.6955,Brain_Hippocampus
1.602,Brain_Hippocampus
0.4278,Brain_Hippocampus
0.6094,Brain_Hippocampus
0.9785,Brain_Hippocampus
0.7867,Brain_Hippocampus
1.117,Brain_Hippocampus
0.8617,Brain_Hippocampus
0.8209,Brain_Hippocampus
0.8582,Brain_Hippocampus
0.5057,Brain_Hippocampus
1.881,Brain_Hippocampus
0.3177,Brain_Hippocampus
0.5053,Brain_Hippocampus
0.3722,Brain_Hippocampus
1.159,Brain_Hippocampus
3.325,Brain_Hippocampus
8.775,Brain_Hippocampus
1.047,Brain_Hippocampus
4.41,Brain_Hippocampus
1.496,Brain_Hippocampus
0.6936,Brain_Hippocampus
4.375,Brain_Hippocampus
4.523,Brain_Hippocampus
1.002,Brain_Hippocampus
0.7947,Brain_Hippocampus
0.4408,Brain_Hippocampus
4.755,Brain_Hippocampus
2.546,Brain_Hippocampus
7.709,Brain_Hippocampus
1.439,Brain_Hippocampus
0.6334,Brain_Hippocampus
1.044,Brain_Hippocampus
3.823,Brain_Hippocampus
1.589,Brain_Hippocampus
2.122,Brain_Hippocampus
3.889,Brain_Hippocampus
2.572,Brain_Hippocampus
1.175,Brain_Hippocampus
1.428,Brain_Hippocampus
3.464,Brain_Hippocampus
0.7275,Brain_Hippocampus
0.8734,Brain_Hippocampus
1.71,Brain_Hippocampus
0.4366,Brain_Hippocampus
0.6482,Brain_Hippocampus
0.5942,Brain_Hippocampus
1.227,Brain_Hippocampus
0.5656,Brain_Hippocampus
2.475,Brain_Hippocampus
0.5593,Brain_Hippocampus
2.035,Brain_Hippocampus
0.7605,Brain_Hippocampus
1.822,Brain_Hippocampus
2.0,Brain_Hippocampus
0.565,Brain_Hippocampus
0.5856,Brain_Hippocampus
1.21,Brain_Hippocampus
2.198,Brain_Hippocampus
1.022,Brain_Hippocampus
0.9813,Brain_Hippocampus
1.467,Brain_Hippocampus
1.439,Brain_Hippocampus
0.6666,Brain_Hippocampus
1.37,Brain_Hippocampus
3.387,Brain_Hippocampus
0.5968,Brain_Hippocampus
0.769,Brain_Hippocampus
1.648,Brain_Hippocampus
1.457,Brain_Hippocampus
1.716,Brain_Hippocampus
1.217,Brain_Hippocampus
1.394,Brain_Hippocampus
0.7315,Brain_Hippocampus
0.8581,Brain_Hippocampus
0.7609,Brain_Hippocampus
1.073,Brain_Hippocampus
2.568,Brain_Hippocampus
2.035,Brain_Hippocampus
0.9891,Brain_Hippocampus
0.8404,Brain_Hippocampus
1.253,Brain_Hippocampus
0.7832,Brain_Hippocampus
1.273,Brain_Hippocampus
1.712,Brain_Hippocampus
2.715,Brain_Hippocampus
0.9502,Brain_Hippocampus
0.8671,Brain_Hippocampus
0.8436,Brain_Hippocampus
0.317,Brain_Hippocampus
0.336,Brain_Hippocampus
1.493,Brain_Hippocampus
9.191,Brain_Hippocampus
0.3005,Brain_Hippocampus
2.192,Brain_Hippocampus
1.504,Brain_Hippocampus
0.9654,Brain_Hippocampus
1.192,Brain_Hippocampus
0.5477,Brain_Hippocampus
0.9048,Brain_Hippocampus
2.625,Brain_Hippocampus
1.046,Brain_Hippocampus
2.01,Brain_Hippocampus
0.5011,Brain_Hippocampus
0.3961,Brain_Hippocampus
0.3817,Brain_Hippocampus
0.9266,Brain_Hippocampus
1.037,Brain_Hippocampus
2.206,Brain_Hippocampus
0.8832,Brain_Hippocampus
1.614,Brain_Hippocampus
0.4509,Brain_Hippocampus
3.21,Brain_Hippocampus
0.9193,Brain_Hippocampus
1.484,Brain_Hippocampus
2.583,Brain_Hippocampus
0.525,Brain_Hippocampus
2.259,Brain_Hippocampus
1.085,Brain_Hippocampus
2.435,Brain_Hippocampus
1.481,Brain_Hippocampus
0.6042,Brain_Hippocampus
2.099,Brain_Hippocampus
0.7112,Brain_Hippocampus
0.3194,Brain_Hippocampus
0.7448,Brain_Hippocampus
1.311,Brain_Hippocampus
0.3957,Brain_Hippocampus
2.175,Brain_Hippocampus
2.171,Brain_Hippocampus
0.6409,Brain_Hippocampus
0.7968,Brain_Hippocampus
1.736,Brain_Hippocampus
0.8901,Brain_Hippocampus
1.06,Brain_Hippocampus
1.098,Brain_Hippocampus
0.6587,Brain_Hippocampus
0.8155,Brain_Hippocampus
0.5874,Brain_Hippocampus
1.998,Brain_Hippocampus
0.4202,Brain_Hippocampus
0.8133,Brain_Hippocampus
1.868,Brain_Hippocampus
1.586,Brain_Hippocampus
1.284,Brain_Hippocampus
6.874,Brain_Hippocampus
1.043,Brain_Hippocampus
0.9731,Brain_Hippocampus
2.123,Brain_Hippocampus
1.332,Brain_Hippocampus
0.9995,Brain_Hippocampus
2.181,Brain_Hippocampus
1.184,Brain_Hippocampus
1.132,Brain_Hippocampus
1.91,Brain_Hippocampus
2.96,Brain_Hippocampus
0.7271,Brain_Hippocampus
0.5828,Brain_Hippocampus
0.6573,Brain_Hippocampus
2.058,Brain_Hippocampus
1.44,Brain_Hippocampus
1.012,Brain_Hippocampus
2.462,Brain_Hippocampus
2.519,Brain_Hippocampus
0.8013,Brain_Hippocampus
0.712,Brain_Hippocampus
3.149,Brain_Hippocampus
1.796,Brain_Hippocampus
9.215,Brain_Hippocampus
1.665,Brain_Hippocampus
4.601,Brain_Hippocampus
2.215,Brain_Hippocampus
0.39,Brain_Hippocampus
1.001,Brain_Hippocampus
0.5042,Brain_Hippocampus
1.116,Brain_Hippocampus
0.7,Brain_Hippocampus
0.3653,Brain_Hippocampus
0.5517,Brain_Hippocampus
0.7128,Brain_Hippocampus
0.5486,Brain_Hippocampus
9.668,Spleen
16.55,Spleen
9.605,Spleen
6.996,Spleen
8.234,Spleen
10.75,Spleen
6.592,Spleen
9.953,Spleen
11.36,Spleen
11.61,Spleen
8.876,Spleen
10.38,Spleen
11.76,Spleen
10.61,Spleen
19.44,Spleen
7.745,Spleen
12.61,Spleen
6.136,Spleen
9.422,Spleen
7.52,Spleen
8.858,Spleen
10.42,Spleen
11.56,Spleen
6.658,Spleen
11.06,Spleen
11.34,Spleen
7.336,Spleen
7.903,Spleen
11.1,Spleen
12.39,Spleen
4.43,Spleen
7.271,Spleen
10.44,Spleen
8.818,Spleen
3.934,Spleen
5.855,Spleen
8.828,Spleen
12.33,Spleen
6.089,Spleen
9.221,Spleen
10.84,Spleen
8.599,Spleen
14.8,Spleen
9.682,Spleen
13.02,Spleen
12.24,Spleen
9.232,Spleen
11.13,Spleen
8.328,Spleen
9.052,Spleen
5.215,Spleen
7.004,Spleen
10.07,Spleen
9.248,Spleen
4.695,Spleen
18.75,Spleen
15.9,Spleen
6.868,Spleen
15.07,Spleen
7.511,Spleen
8.113,Spleen
12.07,Spleen
7.644,Spleen
7.386,Spleen
5.468,Spleen
17.38,Spleen
9.995,Spleen
10.39,Spleen
6.54,Spleen
7.085,Spleen
17.53,Spleen
10.79,Spleen
14.23,Spleen
19.7,Spleen
8.161,Spleen
8.9,Spleen
7.456,Spleen
13.13,Spleen
5.156,Spleen
9.677,Spleen
5.787,Spleen
11.47,Spleen
11.17,Spleen
13.42,Spleen
7.972,Spleen
12.95,Spleen
8.345,Spleen
12.99,Spleen
11.93,Spleen
7.227,Spleen
18.32,Spleen
13.78,Spleen
6.805,Spleen
11.32,Spleen
8.09,Spleen
7.585,Spleen
8.735,Spleen
14.23,Spleen
6.607,Spleen
9.963,Spleen
12.12,Spleen
9.374,Spleen
7.558,Spleen
9.358,Spleen
6.44,Spleen
7.845,Spleen
6.329,Spleen
9.882,Spleen
11.0,Spleen
3.626,Spleen
11.36,Spleen
9.461,Spleen
16.78,Spleen
17.77,Spleen
10.76,Spleen
12.69,Spleen
14.2,Spleen
15.75,Spleen
8.13,Spleen
17.92,Spleen
8.286,Spleen
7.317,Spleen
8.298,Spleen
14.11,Spleen
12.69,Spleen
19.98,Spleen
8.99,Spleen
5.399,Spleen
13.03,Spleen
8.936,Spleen
10.53,Spleen
9.562,Spleen
8.632,Spleen
11.22,Spleen
10.36,Spleen
18.64,Spleen
13.85,Spleen
19.8,Spleen
12.23,Spleen
4.276,Spleen
8.064,Spleen
16.97,Spleen
7.432,Spleen
9.32,Spleen
5.351,Spleen
8.908,Spleen
13.27,Spleen
10.55,Spleen
7.927,Spleen
13.8,Spleen
12.14,Spleen
10.69,Spleen
7.925,Spleen
8.454,Spleen
15.44,Spleen
10.72,Spleen
8.33,Spleen
9.864,Spleen
7.169,Spleen
13.86,Spleen
11.61,Spleen
9.648,Spleen
9.048,Spleen
7.241,Spleen
6.91,Spleen
8.841,Spleen
7.131,Spleen
7.006,Spleen
11.8,Spleen
10.03,Spleen
6.697,Spleen
6.567,Spleen
17.27,Spleen
7.648,Spleen
11.21,Spleen
13.86,Spleen
10.43,Spleen
13.39,Spleen
10.43,Spleen
15.71,Spleen
10.45,Spleen
4.74,Spleen
9.963,Spleen
12.73,Spleen
13.01,Spleen
10.87,Spleen
10.4,Spleen
12.98,Spleen
8.104,Spleen
11.7,Spleen
10.58,Spleen
10.7,Spleen
6.948,Spleen
9.664,Spleen
11.98,Spleen
8.233,Spleen
14.28,Spleen
7.568,Spleen
7.288,Spleen
7.483,Spleen
11.0,Spleen
7.358,Spleen
10.31,Spleen
12.04,Spleen
8.375,Spleen
9.662,Spleen
14.3,Spleen
12.85,Spleen
10.4,Spleen
13.11,Spleen
15.77,Spleen
7.15,Spleen
6.167,Spleen
2.631,Spleen
10.44,Spleen
12.52,Spleen
5.029,Spleen
11.39,Spleen
11.51,Spleen
8.146,Spleen
10.21,Spleen
7.336,Spleen
8.329,Spleen
8.108,Spleen
6.453,Spleen
11.46,Spleen
9.847,Spleen
7.266,Spleen
10.75,Spleen
9.141,Spleen
7.545,Spleen
9.455,Spleen
8.686,Spleen
9.709,Spleen
11.78,Spleen
11.81,Spleen
5.999,Spleen
8.883,Spleen
11.02,Spleen
9.404,Spleen
8.394,Spleen
14.46,Colon_Sigmoid
9.358,Colon_Sigmoid
11.84,Colon_Sigmoid
19.08,Colon_Sigmoid
9.436,Colon_Sigmoid
11.98,Colon_Sigmoid
15.12,Colon_Sigmoid
13.42,Colon_Sigmoid
17.72,Colon_Sigmoid
12.9,Colon_Sigmoid
18.18,Colon_Sigmoid
31.49,Colon_Sigmoid
14.67,Colon_Sigmoid
12.29,Colon_Sigmoid
14.37,Colon_Sigmoid
11.27,Colon_Sigmoid
9.639,Colon_Sigmoid
10.82,Colon_Sigmoid
15.55,Colon_Sigmoid
24.67,Colon_Sigmoid
16.42,Colon_Sigmoid
9.41,Colon_Sigmoid
14.14,Colon_Sigmoid
11.7,Colon_Sigmoid
16.13,Colon_Sigmoid
10.18,Colon_Sigmoid
12.58,Colon_Sigmoid
12.62,Colon_Sigmoid
11.23,Colon_Sigmoid
14.24,Colon_Sigmoid
14.69,Colon_Sigmoid
14.98,Colon_Sigmoid
12.73,Colon_Sigmoid
13.76,Colon_Sigmoid
12.31,Colon_Sigmoid
16.73,Colon_Sigmoid
13.69,Colon_Sigmoid
12.83,Colon_Sigmoid
9.305,Colon_Sigmoid
5.598,Colon_Sigmoid
13.14,Colon_Sigmoid
16.27,Colon_Sigmoid
15.68,Colon_Sigmoid
23.22,Colon_Sigmoid
19.53,Colon_Sigmoid
11.91,Colon_Sigmoid
13.63,Colon_Sigmoid
8.717,Colon_Sigmoid
23.5,Colon_Sigmoid
9.454,Colon_Sigmoid
16.42,Colon_Sigmoid
12.71,Colon_Sigmoid
12.67,Colon_Sigmoid
14.1,Colon_Sigmoid
9.233,Colon_Sigmoid
13.31,Colon_Sigmoid
22.07,Colon_Sigmoid
9.317,Colon_Sigmoid
16.51,Colon_Sigmoid
18.05,Colon_Sigmoid
21.41,Colon_Sigmoid
11.17,Colon_Sigmoid
10.41,Colon_Sigmoid
25.72,Colon_Sigmoid
14.93,Colon_Sigmoid
17.06,Colon_Sigmoid
11.28,Colon_Sigmoid
12.01,Colon_Sigmoid
8.463,Colon_Sigmoid
15.2,Colon_Sigmoid
11.98,Colon_Sigmoid
10.08,Colon_Sigmoid
13.4,Colon_Sigmoid
28.9,Colon_Sigmoid
8.798,Colon_Sigmoid
11.97,Colon_Sigmoid
8.37,Colon_Sigmoid
35.95,Colon_Sigmoid
13.51,Colon_Sigmoid
18.31,Colon_Sigmoid
16.97,Colon_Sigmoid
16.83,Colon_Sigmoid
11.87,Colon_Sigmoid
12.22,Colon_Sigmoid
11.99,Colon_Sigmoid
13.4,Colon_Sigmoid
17.34,Colon_Sigmoid
17.85,Colon_Sigmoid
11.63,Colon_Sigmoid
17.91,Colon_Sigmoid
18.22,Colon_Sigmoid
17.25,Colon_Sigmoid
17.04,Colon_Sigmoid
15.76,Colon_Sigmoid
12.45,Colon_Sigmoid
13.53,Colon_Sigmoid
19.1,Colon_Sigmoid
16.97,Colon_Sigmoid
16.94,Colon_Sigmoid
15.36,Colon_Sigmoid
24.38,Colon_Sigmoid
13.31,Colon_Sigmoid
9.961,Colon_Sigmoid
11.2,Colon_Sigmoid
10.13,Colon_Sigmoid
10.89,Colon_Sigmoid
11.4,Colon_Sigmoid
10.88,Colon_Sigmoid
11.47,Colon_Sigmoid
14.1,Colon_Sigmoid
13.84,Colon_Sigmoid
9.793,Colon_Sigmoid
20.85,Colon_Sigmoid
17.39,Colon_Sigmoid
12.85,Colon_Sigmoid
10.62,Colon_Sigmoid
19.22,Colon_Sigmoid
33.84,Colon_Sigmoid
12.63,Colon_Sigmoid
16.42,Colon_Sigmoid
12.46,Colon_Sigmoid
7.882,Colon_Sigmoid
12.37,Colon_Sigmoid
24.3,Colon_Sigmoid
13.46,Colon_Sigmoid
11.65,Colon_Sigmoid
9.732,Colon_Sigmoid
12.85,Colon_Sigmoid
15.75,Colon_Sigmoid
13.42,Colon_Sigmoid
15.44,Colon_Sigmoid
19.07,Colon_Sigmoid
16.38,Colon_Sigmoid
11.78,Colon_Sigmoid
5.288,Colon_Sigmoid
12.7,Colon_Sigmoid
15.36,Colon_Sigmoid
13.63,Colon_Sigmoid
12.33,Colon_Sigmoid
10.36,Colon_Sigmoid
12.5,Colon_Sigmoid
15.59,Colon_Sigmoid
14.93,Colon_Sigmoid
15.56,Colon_Sigmoid
8.973,Colon_Sigmoid
14.96,Colon_Sigmoid
9.968,Colon_Sigmoid
13.67,Colon_Sigmoid
13.41,Colon_Sigmoid
10.75,Colon_Sigmoid
33.69,Colon_Sigmoid
13.52,Colon_Sigmoid
11.5,Colon_Sigmoid
10.36,Colon_Sigmoid
11.13,Colon_Sigmoid
21.31,Colon_Sigmoid
11.0,Colon_Sigmoid
15.93,Colon_Sigmoid
11.07,Colon_Sigmoid
11.71,Colon_Sigmoid
12.33,Colon_Sigmoid
15.07,Colon_Sigmoid
13.88,Colon_Sigmoid
10.65,Colon_Sigmoid
10.85,Colon_Sigmoid
19.53,Colon_Sigmoid
6.97,Colon_Sigmoid
10.63,Colon_Sigmoid
12.83,Colon_Sigmoid
15.68,Colon_Sigmoid
15.17,Colon_Sigmoid
16.41,Colon_Sigmoid
14.37,Colon_Sigmoid
12.1,Colon_Sigmoid
13.44,Colon_Sigmoid
17.75,Colon_Sigmoid
11.36,Colon_Sigmoid
12.86,Colon_Sigmoid
14.05,Colon_Sigmoid
12.83,Colon_Sigmoid
8.143,Colon_Sigmoid
8.366,Colon_Sigmoid
14.61,Colon_Sigmoid
27.12,Colon_Sigmoid
14.21,Colon_Sigmoid
11.69,Colon_Sigmoid
10.25,Colon_Sigmoid
17.85,Colon_Sigmoid
9.753,Colon_Sigmoid
14.19,Colon_Sigmoid
12.47,Colon_Sigmoid
16.5,Colon_Sigmoid
16.24,Colon_Sigmoid
16.24,Colon_Sigmoid
33.14,Colon_Sigmoid
12.12,Colon_Sigmoid
